inlines,xlines,samples,operator,avg_peak_memory_usage,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
100,200,300,gaussian-filter,0.15188446044921874,6000000,20000,30000,60000,374.16573867739413,220000,6.643856189774724,7.643856189774724,8.228818690495881,22.516531070045332,0.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,150.0,229.13936293319264,36000000000000,133.463763441989
100,200,300,gst3d,1.4472068786621093,6000000,20000,30000,60000,374.16573867739413,220000,6.643856189774724,7.643856189774724,8.228818690495881,22.516531070045332,0.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,150.0,229.13936293319264,36000000000000,133.463763441989
100,200,400,envelope,0.31189422607421874,8000000,20000,40000,80000,458.257569495584,280000,6.643856189774724,7.643856189774724,8.643856189774725,22.931568569324174,0.5,0.25,0.5,0.14285714285714285,0.2857142857142857,0.5714285714285714,150.0,229.13936293319264,64000000000000,140.56159967960087
100,200,400,gaussian-filter,0.16658859252929686,8000000,20000,40000,80000,458.257569495584,280000,6.643856189774724,7.643856189774724,8.643856189774725,22.931568569324174,0.5,0.25,0.5,0.14285714285714285,0.2857142857142857,0.5714285714285714,150.0,229.13936293319264,64000000000000,140.56159967960087
100,200,400,gst3d,1.8974189758300781,8000000,20000,40000,80000,458.257569495584,280000,6.643856189774724,7.643856189774724,8.643856189774725,22.931568569324174,0.5,0.25,0.5,0.14285714285714285,0.2857142857142857,0.5714285714285714,150.0,229.13936293319264,64000000000000,140.56159967960087
100,200,500,envelope,0.36311874389648435,10000000,20000,50000,100000,547.7225575051662,340000,6.643856189774724,7.643856189774724,8.965784284662087,23.253496664211536,0.5,0.2,0.4,0.125,0.25,0.625,150.0,229.13936293319264,100000000000000,146.67359171589615
100,200,500,gaussian-filter,0.18170700073242188,10000000,20000,50000,100000,547.7225575051662,340000,6.643856189774724,7.643856189774724,8.965784284662087,23.253496664211536,0.5,0.2,0.4,0.125,0.25,0.625,150.0,229.13936293319264,100000000000000,146.67359171589615
100,200,500,gst3d,2.307569885253906,10000000,20000,50000,100000,547.7225575051662,340000,6.643856189774724,7.643856189774724,8.965784284662087,23.253496664211536,0.5,0.2,0.4,0.125,0.25,0.625,150.0,229.13936293319264,100000000000000,146.67359171589615
100,200,600,envelope,0.41361846923828127,12000000,20000,60000,120000,640.3124237432849,400000,6.643856189774724,7.643856189774724,9.228818690495881,23.516531070045332,0.5,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,150.0,229.13936293319264,144000000000000,151.99949220775304
100,200,600,gaussian-filter,0.19640884399414063,12000000,20000,60000,120000,640.3124237432849,400000,6.643856189774724,7.643856189774724,9.228818690495881,23.516531070045332,0.5,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.6666666666666666,150.0,229.13936293319264,144000000000000,151.99949220775304
