,inlines,xlines,samples,volume,inlines_x_xlines,inlines_x_samples,xlines_x_samples,diagonal_length,surface_area,log_inlines,log_xlines,log_samples,log_volume,inline_to_xlines_ratio,inlines_to_samples_ratio,xlines_to_samples_ratio,inlines_to_total_ratio,xlines_to_total_ratio,samples_to_total_ratio,mean_inlines_xlines,std_inlines_xlines,quadratic_interaction,log_volume_x_log_diagonal
1332,800,100,200,16000000,80000,160000,20000,830.6623862918075,520000,9.643856189774725,6.643856189774724,7.643856189774724,23.931568569324174,8.0,4.0,0.5,0.7272727272727273,0.09090909090909091,0.18181818181818182,450.0,229.13936293319264,256000000000000,160.90214404684482
46,100,200,800,16000000,20000,80000,160000,830.6623862918075,520000,6.643856189774724,7.643856189774724,9.643856189774725,23.931568569324174,0.5,0.125,0.25,0.09090909090909091,0.18181818181818182,0.7272727272727273,150.0,229.13936293319264,256000000000000,160.90214404684482
631,400,300,300,36000000,120000,120000,90000,583.09518948453,660000,8.643856189774725,8.228818690495881,8.228818690495881,25.101493570766486,1.3333333333333333,1.3333333333333333,1.0,0.4,0.3,0.3,350.0,229.13936293319264,1296000000000000,159.898119668807
541,300,700,500,105000000,210000,150000,350000,911.0433579144299,1420000,8.228818690495881,9.451211111832329,8.965784284662087,26.645814086990296,0.42857142857142855,0.6,1.4,0.2,0.4666666666666667,0.3333333333333333,500.0,229.13936293319264,11025000000000000,181.6095428131768
1183,700,200,400,56000000,140000,280000,80000,830.6623862918075,1000000,9.451211111832329,7.643856189774724,8.643856189774725,25.73892349138178,3.5,1.75,0.5,0.5384615384615384,0.15384615384615385,0.3076923076923077,450.0,229.13936293319264,3136000000000000,173.05376215621723
58,100,300,400,12000000,30000,40000,120000,509.9019513592785,380000,6.643856189774724,8.228818690495881,8.643856189774725,23.516531070045332,0.3333333333333333,0.25,0.75,0.125,0.375,0.5,200.0,229.13936293319264,144000000000000,146.65326654122597
1482,800,700,400,224000000,560000,320000,280000,1135.7816691600547,2320000,9.643856189774725,9.451211111832329,8.643856189774725,27.73892349138178,1.1428571428571428,2.0,1.75,0.42105263157894735,0.3684210526315789,0.21052631578947367,750.0,229.13936293319264,50176000000000000,195.16985770255872
1021,600,300,500,90000000,180000,300000,150000,836.6600265340755,1260000,9.228818690495881,8.228818690495881,8.965784284662087,26.423421665653848,2.0,1.2,0.6,0.42857142857142855,0.21428571428571427,0.35714285714285715,450.0,229.13936293319264,8100000000000000,177.84580744974232
169,100,800,100,8000000,80000,10000,80000,812.403840463596,340000,6.643856189774724,9.643856189774725,6.643856189774724,22.931568569324174,0.125,1.0,8.0,0.1,0.8,0.1,450.0,229.13936293319264,64000000000000,153.6696628441792
835,500,300,700,105000000,150000,350000,210000,911.0433579144299,1420000,8.965784284662087,8.228818690495881,9.451211111832329,26.645814086990296,1.6666666666666667,0.7142857142857143,0.42857142857142855,0.3333333333333333,0.2,0.4666666666666667,400.0,229.13936293319264,11025000000000000,181.6095428131768
1434,800,500,400,160000000,400000,320000,200000,1024.6950765959598,1840000,9.643856189774725,8.965784284662087,8.643856189774725,27.253496664211536,1.6,2.0,1.25,0.47058823529411764,0.29411764705882354,0.23529411764705882,650.0,229.13936293319264,25600000000000000,188.95192046111265
1286,700,700,200,98000000,490000,140000,140000,1009.9504938362078,1540000,9.451211111832329,9.451211111832329,7.643856189774724,26.54627841343938,1.0,3.5,3.5,0.4375,0.4375,0.125,700.0,229.13936293319264,9604000000000000,183.6643096045745
463,300,400,300,36000000,120000,90000,120000,583.09518948453,660000,8.228818690495881,8.643856189774725,8.228818690495881,25.101493570766486,0.75,1.0,1.3333333333333333,0.3,0.4,0.3,350.0,229.13936293319264,1296000000000000,159.898119668807
76,100,400,200,8000000,40000,20000,80000,458.257569495584,280000,6.643856189774724,8.643856189774725,7.643856189774724,22.931568569324174,0.25,0.5,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,250.0,229.13936293319264,64000000000000,140.56159967960087
796,500,200,200,20000000,100000,100000,40000,574.4562646538029,480000,8.965784284662087,7.643856189774724,7.643856189774724,24.253496664211536,2.5,2.5,1.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,350.0,229.13936293319264,400000000000000,154.13493019654635
127,100,600,300,18000000,60000,30000,180000,678.2329983125268,540000,6.643856189774724,9.228818690495881,8.228818690495881,24.101493570766486,0.16666666666666666,0.3333333333333333,2.0,0.1,0.6,0.3,350.0,229.13936293319264,324000000000000,157.1649771730334
937,500,800,100,40000000,400000,50000,80000,948.6832980505138,1060000,8.965784284662087,9.643856189774725,6.643856189774724,25.253496664211536,0.625,5.0,8.0,0.35714285714285715,0.5714285714285714,0.07142857142857142,650.0,229.13936293319264,1600000000000000,173.14121968252448
1226,700,400,300,84000000,280000,210000,120000,860.2325267042627,1220000,9.451211111832329,8.643856189774725,8.228818690495881,26.323885992102934,1.75,2.3333333333333335,1.3333333333333333,0.5,0.2857142857142857,0.21428571428571427,550.0,229.13936293319264,7056000000000000,177.90641748148437
1347,800,100,700,56000000,80000,560000,70000,1067.707825203131,1420000,9.643856189774725,6.643856189774724,9.451211111832329,25.73892349138178,8.0,1.1428571428571428,0.14285714285714285,0.5,0.0625,0.4375,450.0,229.13936293319264,3136000000000000,179.5085432621431
853,500,400,500,100000000,200000,250000,200000,812.403840463596,1300000,8.965784284662087,8.643856189774725,8.965784284662087,26.575424759098897,1.25,1.0,0.8,0.35714285714285715,0.2857142857142857,0.35714285714285715,450.0,229.13936293319264,10000000000000000,178.08797293241312
379,200,800,700,112000000,160000,140000,560000,1081.6653826391969,1720000,7.643856189774724,9.643856189774725,9.451211111832329,26.73892349138178,0.25,0.2857142857142857,1.1428571428571428,0.11764705882352941,0.47058823529411764,0.4117647058823529,500.0,229.13936293319264,12544000000000000,186.8297042391929
1003,600,200,700,84000000,120000,420000,140000,943.3981132056604,1360000,9.228818690495881,7.643856189774724,9.451211111832329,26.323885992102934,3.0,0.8571428571428571,0.2857142857142857,0.4,0.13333333333333333,0.4666666666666667,400.0,229.13936293319264,7056000000000000,180.33303946368733
94,100,400,800,32000000,40000,80000,320000,900.0,880000,6.643856189774724,8.643856189774725,9.643856189774725,24.931568569324174,0.25,0.125,0.5,0.07692307692307693,0.3076923076923077,0.6153846153846154,250.0,229.13936293319264,1024000000000000,169.6220578418198
340,200,700,200,28000000,140000,40000,140000,754.983443527075,640000,7.643856189774724,9.451211111832329,7.643856189774724,24.73892349138178,0.2857142857142857,1.0,3.5,0.18181818181818182,0.6363636363636364,0.18181818181818182,450.0,229.13936293319264,784000000000000,163.9700667122748
766,400,800,800,256000000,320000,320000,640000,1200.0,2560000,8.643856189774725,9.643856189774725,9.643856189774725,27.931568569324174,0.5,0.5,1.0,0.2,0.4,0.4,600.0,229.13936293319264,65536000000000000,198.06023391432134
655,400,400,300,48000000,160000,120000,120000,640.3124237432849,800000,8.643856189774725,8.643856189774725,8.228818690495881,25.516531070045332,1.0,1.3333333333333333,1.3333333333333333,0.36363636363636365,0.36363636363636365,0.2727272727272727,400.0,229.13936293319264,2304000000000000,164.92652568518335
1237,700,400,700,196000000,280000,490000,280000,1067.707825203131,2100000,9.451211111832329,8.643856189774725,9.451211111832329,27.54627841343938,1.75,1.0,0.5714285714285714,0.3888888888888889,0.2222222222222222,0.3888888888888889,550.0,229.13936293319264,38416000000000000,192.11340800424682
172,100,800,200,16000000,80000,20000,160000,830.6623862918075,520000,6.643856189774724,9.643856189774725,7.643856189774724,23.931568569324174,0.125,0.5,4.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,450.0,229.13936293319264,256000000000000,160.90214404684482
1180,700,200,300,42000000,140000,210000,60000,787.4007874011811,820000,9.451211111832329,7.643856189774724,8.228818690495881,25.323885992102934,3.5,2.3333333333333335,0.6666666666666666,0.5833333333333334,0.16666666666666666,0.25,450.0,229.13936293319264,1764000000000000,168.910486046836
73,100,400,100,4000000,40000,10000,40000,424.26406871192853,180000,6.643856189774724,8.643856189774725,6.643856189774724,21.931568569324174,0.25,1.0,4.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,250.0,229.13936293319264,16000000000000,132.7454312843676
52,100,300,200,6000000,30000,20000,60000,374.16573867739413,220000,6.643856189774724,8.228818690495881,7.643856189774724,22.516531070045332,0.3333333333333333,0.5,1.5,0.16666666666666666,0.5,0.3333333333333333,200.0,229.13936293319264,36000000000000,133.463763441989
577,400,100,100,4000000,40000,40000,10000,424.26406871192853,180000,8.643856189774725,6.643856189774724,6.643856189774724,21.931568569324174,4.0,4.0,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,250.0,229.13936293319264,16000000000000,132.7454312843676
199,200,100,300,6000000,20000,60000,30000,374.16573867739413,220000,7.643856189774724,6.643856189774724,8.228818690495881,22.516531070045332,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,150.0,229.13936293319264,36000000000000,133.463763441989
859,500,400,700,140000000,200000,350000,280000,948.6832980505138,1660000,8.965784284662087,8.643856189774725,9.451211111832329,27.06085158626914,1.25,0.7142857142857143,0.5714285714285714,0.3125,0.25,0.4375,450.0,229.13936293319264,19600000000000000,185.53267737906353
1253,700,500,500,175000000,350000,350000,250000,994.98743710662,1900000,9.451211111832329,8.965784284662087,8.965784284662087,27.382779681156503,1.4,1.4,1.0,0.4117647058823529,0.29411764705882354,0.29411764705882354,600.0,229.13936293319264,30625000000000000,189.04344473815362
283,200,400,700,56000000,80000,140000,280000,830.6623862918075,1000000,7.643856189774724,8.643856189774725,9.451211111832329,25.73892349138178,0.5,0.2857142857142857,0.5714285714285714,0.15384615384615385,0.3076923076923077,0.5384615384615384,300.0,229.13936293319264,3136000000000000,173.05376215621723
934,500,700,800,280000000,350000,400000,560000,1174.7340124470732,2620000,8.965784284662087,9.451211111832329,9.643856189774725,28.06085158626914,0.7142857142857143,0.625,0.875,0.25,0.35,0.4,600.0,229.13936293319264,78400000000000000,198.38034113403268
1214,700,300,700,147000000,210000,490000,210000,1034.40804327886,1820000,9.451211111832329,8.228818690495881,9.451211111832329,27.13124091416054,2.3333333333333335,1.0,0.42857142857142855,0.4117647058823529,0.17647058823529413,0.4117647058823529,500.0,229.13936293319264,21609000000000000,188.36002028656327
70,100,300,800,24000000,30000,80000,240000,860.2325267042627,700000,6.643856189774724,8.228818690495881,9.643856189774725,24.516531070045332,0.3333333333333333,0.125,0.375,0.08333333333333333,0.25,0.6666666666666666,200.0,229.13936293319264,576000000000000,165.691654076216
814,500,200,800,80000000,100000,400000,160000,964.3650760992955,1320000,8.965784284662087,7.643856189774724,9.643856189774725,26.253496664211536,2.5,0.625,0.25,0.3333333333333333,0.13333333333333333,0.5333333333333333,350.0,229.13936293319264,6400000000000000,180.42732245564312
898,500,600,400,120000000,300000,200000,240000,877.4964387392122,1480000,8.965784284662087,9.228818690495881,8.643856189774725,26.838459164932694,0.8333333333333334,1.25,1.5,0.3333333333333333,0.4,0.26666666666666666,550.0,229.13936293319264,14400000000000000,181.916762050059
1114,600,700,400,168000000,420000,240000,280000,1004.987562112089,1880000,9.228818690495881,9.451211111832329,8.643856189774725,27.323885992102934,0.8571428571428571,1.5,1.75,0.35294117647058826,0.4117647058823529,0.23529411764705882,650.0,229.13936293319264,28224000000000000,188.90983332219625
16,100,100,600,6000000,10000,60000,60000,616.4414002968977,260000,6.643856189774724,6.643856189774724,9.228818690495881,22.516531070045332,1.0,0.16666666666666666,0.16666666666666666,0.125,0.125,0.75,100.0,229.13936293319264,36000000000000,144.6818655100489
349,200,700,500,70000000,140000,100000,350000,883.1760866327846,1180000,7.643856189774724,9.451211111832329,8.965784284662087,26.06085158626914,0.2857142857142857,0.4,1.4,0.14285714285714285,0.5,0.35714285714285715,450.0,229.13936293319264,4900000000000000,176.8139192256871
136,100,600,600,36000000,60000,60000,360000,854.4003745317531,960000,6.643856189774724,9.228818690495881,9.228818690495881,25.101493570766486,0.16666666666666666,0.16666666666666666,1.0,0.07692307692307693,0.46153846153846156,0.46153846153846156,350.0,229.13936293319264,1296000000000000,169.47448175131404
556,300,800,200,48000000,240000,60000,160000,877.4964387392122,920000,8.228818690495881,9.643856189774725,7.643856189774724,25.516531070045332,0.375,1.5,4.0,0.23076923076923078,0.6153846153846154,0.15384615384615385,550.0,229.13936293319264,2304000000000000,172.9564533673934
49,100,300,100,3000000,30000,10000,30000,331.66247903554,140000,6.643856189774724,8.228818690495881,6.643856189774724,21.516531070045332,0.3333333333333333,1.0,3.0,0.2,0.6,0.2,200.0,229.13936293319264,9000000000000,124.94925863546828
1407,800,400,300,96000000,320000,240000,120000,943.3981132056604,1360000,9.643856189774725,8.643856189774725,8.228818690495881,26.516531070045332,2.0,2.6666666666666665,1.3333333333333333,0.5333333333333333,0.26666666666666666,0.2,600.0,229.13936293319264,9216000000000000,181.65276377997913
1096,600,600,600,216000000,360000,360000,360000,1039.2304845413264,2160000,9.228818690495881,9.228818690495881,9.228818690495881,27.686456071487644,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,600.0,229.13936293319264,46656000000000000,192.34328082163077
10,100,100,400,4000000,10000,40000,40000,424.26406871192853,180000,6.643856189774724,6.643856189774724,8.643856189774725,21.931568569324174,1.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0.6666666666666666,100.0,229.13936293319264,16000000000000,132.7454312843676
703,400,600,300,72000000,240000,120000,180000,781.0249675906655,1080000,8.643856189774725,9.228818690495881,8.228818690495881,26.101493570766486,0.6666666666666666,1.3333333333333333,2.0,0.3076923076923077,0.46153846153846156,0.23076923076923078,500.0,229.13936293319264,5184000000000000,173.88519203139109
1147,600,800,700,336000000,480000,420000,560000,1220.6555615733703,2920000,9.228818690495881,9.643856189774725,9.451211111832329,28.323885992102934,0.75,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.38095238095238093,0.3333333333333333,700.0,229.13936293319264,112896000000000000,201.32511199430604
181,100,800,500,40000000,80000,50000,400000,948.6832980505138,1060000,6.643856189774724,9.643856189774725,8.965784284662087,25.253496664211536,0.125,0.2,1.6,0.07142857142857142,0.5714285714285714,0.35714285714285715,450.0,229.13936293319264,1600000000000000,173.14121968252448
331,200,600,700,84000000,120000,140000,420000,943.3981132056604,1360000,7.643856189774724,9.228818690495881,9.451211111832329,26.323885992102934,0.3333333333333333,0.2857142857142857,0.8571428571428571,0.13333333333333333,0.4,0.4666666666666667,400.0,229.13936293319264,7056000000000000,180.33303946368733
1217,700,300,800,168000000,210000,560000,240000,1104.536101718726,2020000,9.451211111832329,8.228818690495881,9.643856189774725,27.323885992102934,2.3333333333333335,0.875,0.375,0.3888888888888889,0.16666666666666666,0.4444444444444444,500.0,229.13936293319264,28224000000000000,191.48813349361868
1247,700,500,300,105000000,350000,210000,150000,911.0433579144299,1420000,9.451211111832329,8.965784284662087,8.228818690495881,26.645814086990296,1.4,2.3333333333333335,1.6666666666666667,0.4666666666666667,0.3333333333333333,0.2,600.0,229.13936293319264,11025000000000000,181.6095428131768
88,100,400,600,24000000,40000,60000,240000,728.0109889280518,680000,6.643856189774724,8.643856189774725,9.228818690495881,24.516531070045332,0.25,0.16666666666666666,0.6666666666666666,0.09090909090909091,0.36363636363636365,0.5454545454545454,250.0,229.13936293319264,576000000000000,161.60534341319234
823,500,300,300,45000000,150000,150000,90000,655.7438524302,780000,8.965784284662087,8.228818690495881,8.228818690495881,25.423421665653848,1.6666666666666667,1.6666666666666667,1.0,0.45454545454545453,0.2727272727272727,0.2727272727272727,400.0,229.13936293319264,2025000000000000,164.92921255803628
907,500,600,700,210000000,300000,350000,420000,1048.8088481701516,2140000,8.965784284662087,9.228818690495881,9.451211111832329,27.645814086990296,0.8333333333333334,0.7142857142857143,0.8571428571428571,0.2777777777777778,0.3333333333333333,0.3888888888888889,550.0,229.13936293319264,44100000000000000,192.31432864808394
79,100,400,300,12000000,40000,30000,120000,509.9019513592785,380000,6.643856189774724,8.643856189774725,8.228818690495881,23.516531070045332,0.25,0.3333333333333333,1.3333333333333333,0.125,0.5,0.375,250.0,229.13936293319264,144000000000000,146.65326654122597
22,100,100,800,8000000,10000,80000,80000,812.403840463596,340000,6.643856189774724,6.643856189774724,9.643856189774725,22.931568569324174,1.0,0.125,0.125,0.1,0.1,0.8,100.0,229.13936293319264,64000000000000,153.6696628441792
544,300,700,600,126000000,210000,180000,420000,969.5359714832658,1620000,8.228818690495881,9.451211111832329,9.228818690495881,26.90884849282409,0.42857142857142855,0.5,1.1666666666666667,0.1875,0.4375,0.375,500.0,229.13936293319264,15876000000000000,185.07498235025992
1377,800,300,100,24000000,240000,80000,30000,860.2325267042627,700000,9.643856189774725,8.228818690495881,6.643856189774724,24.516531070045332,2.6666666666666665,8.0,3.0,0.6666666666666666,0.25,0.08333333333333333,550.0,229.13936293319264,576000000000000,165.691654076216
325,200,600,500,60000000,120000,100000,300000,806.2257748298549,1040000,7.643856189774724,9.228818690495881,8.965784284662087,25.838459164932694,0.3333333333333333,0.4,1.2,0.15384615384615385,0.46153846153846156,0.38461538461538464,400.0,229.13936293319264,3600000000000000,172.9523981090547
112,100,500,600,30000000,50000,60000,300000,787.4007874011811,820000,6.643856189774724,8.965784284662087,9.228818690495881,24.838459164932694,0.2,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.4166666666666667,0.5,300.0,229.13936293319264,900000000000000,165.67268591840912
472,300,400,600,72000000,120000,180000,240000,781.0249675906655,1080000,8.228818690495881,8.643856189774725,9.228818690495881,26.101493570766486,0.75,0.5,0.6666666666666666,0.23076923076923078,0.3076923076923077,0.46153846153846156,350.0,229.13936293319264,5184000000000000,173.88519203139109
1419,800,400,700,224000000,320000,560000,280000,1135.7816691600547,2320000,9.643856189774725,8.643856189774725,9.451211111832329,27.73892349138178,2.0,1.1428571428571428,0.5714285714285714,0.42105263157894735,0.21052631578947367,0.3684210526315789,600.0,229.13936293319264,50176000000000000,195.16985770255872
355,200,700,700,98000000,140000,140000,490000,1009.9504938362078,1540000,7.643856189774724,9.451211111832329,9.451211111832329,26.54627841343938,0.2857142857142857,0.2857142857142857,1.0,0.125,0.4375,0.4375,450.0,229.13936293319264,9604000000000000,183.6643096045745
343,200,700,300,42000000,140000,60000,210000,787.4007874011811,820000,7.643856189774724,9.451211111832329,8.228818690495881,25.323885992102934,0.2857142857142857,0.6666666666666666,2.3333333333333335,0.16666666666666666,0.5833333333333334,0.25,450.0,229.13936293319264,1764000000000000,168.910486046836
799,500,200,300,30000000,100000,150000,60000,616.4414002968977,620000,8.965784284662087,7.643856189774724,8.228818690495881,24.838459164932694,2.5,1.6666666666666667,0.6666666666666666,0.5,0.2,0.3,350.0,229.13936293319264,900000000000000,159.60160991043807
526,300,600,800,144000000,180000,240000,480000,1044.030650891055,1800000,8.228818690495881,9.228818690495881,9.643856189774725,27.101493570766486,0.5,0.375,0.75,0.17647058823529413,0.35294117647058826,0.47058823529411764,450.0,229.13936293319264,20736000000000000,188.40420352103857
1289,700,700,300,147000000,490000,210000,210000,1034.40804327886,1820000,9.451211111832329,9.451211111832329,8.228818690495881,27.13124091416054,1.0,2.3333333333333335,2.3333333333333335,0.4117647058823529,0.4117647058823529,0.17647058823529413,700.0,229.13936293319264,21609000000000000,188.36002028656327
1048,600,400,600,144000000,240000,360000,240000,938.083151964686,1680000,9.228818690495881,8.643856189774725,9.228818690495881,27.101493570766486,1.5,1.0,0.6666666666666666,0.375,0.25,0.375,500.0,229.13936293319264,20736000000000000,185.50712253528698
433,300,300,100,9000000,90000,30000,30000,435.88989435406734,300000,8.228818690495881,8.228818690495881,6.643856189774724,23.101493570766486,1.0,3.0,3.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,300.0,229.13936293319264,81000000000000,140.44971627767964
1150,600,800,800,384000000,480000,480000,640000,1280.6248474865697,3200000,9.228818690495881,9.643856189774725,9.643856189774725,28.516531070045332,0.75,0.75,1.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,700.0,229.13936293319264,147456000000000000,204.06098739276584
1277,700,600,600,252000000,420000,420000,360000,1100.0,2400000,9.451211111832329,9.228818690495881,9.228818690495881,27.90884849282409,1.1666666666666667,1.1666666666666667,1.0,0.3684210526315789,0.3157894736842105,0.3157894736842105,650.0,229.13936293319264,63504000000000000,195.47285302945167
634,400,300,400,48000000,120000,160000,120000,640.3124237432849,800000,8.643856189774725,8.228818690495881,8.643856189774725,25.516531070045332,1.3333333333333333,1.0,0.75,0.36363636363636365,0.2727272727272727,0.36363636363636365,350.0,229.13936293319264,2304000000000000,164.92652568518335
964,600,100,200,12000000,60000,120000,20000,640.3124237432849,400000,9.228818690495881,6.643856189774724,7.643856189774724,23.516531070045332,6.0,3.0,0.5,0.6666666666666666,0.1111111111111111,0.2222222222222222,350.0,229.13936293319264,144000000000000,151.99949220775304
1455,800,600,300,144000000,480000,240000,180000,1044.030650891055,1800000,9.643856189774725,9.228818690495881,8.228818690495881,27.101493570766486,1.3333333333333333,2.6666666666666665,2.0,0.47058823529411764,0.35294117647058826,0.17647058823529413,700.0,229.13936293319264,20736000000000000,188.40420352103857
1353,800,200,100,16000000,160000,80000,20000,830.6623862918075,520000,9.643856189774725,7.643856189774724,6.643856189774724,23.931568569324174,4.0,8.0,2.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,500.0,229.13936293319264,256000000000000,160.90214404684482
424,300,200,600,36000000,60000,180000,120000,700.0,720000,8.228818690495881,7.643856189774724,9.228818690495881,25.101493570766486,1.5,0.5,0.3333333333333333,0.2727272727272727,0.18181818181818182,0.5454545454545454,250.0,229.13936293319264,1296000000000000,164.47773459879545
1123,600,700,700,294000000,420000,420000,490000,1157.5836902790224,2660000,9.228818690495881,9.451211111832329,9.451211111832329,28.13124091416054,0.8571428571428571,0.8571428571428571,1.0,0.3,0.35,0.35,650.0,229.13936293319264,86436000000000000,198.46459883853973
202,200,100,400,8000000,20000,80000,40000,458.257569495584,280000,7.643856189774724,6.643856189774724,8.643856189774725,22.931568569324174,2.0,0.5,0.25,0.2857142857142857,0.14285714285714285,0.5714285714285714,150.0,229.13936293319264,64000000000000,140.56159967960087
1093,600,600,500,180000000,360000,300000,300000,984.8857801796105,1920000,9.228818690495881,9.228818690495881,8.965784284662087,27.423421665653848,1.0,1.2,1.2,0.35294117647058826,0.35294117647058826,0.29411764705882354,600.0,229.13936293319264,32400000000000000,189.04446807324598
505,300,600,100,18000000,180000,30000,60000,678.2329983125268,540000,8.228818690495881,9.228818690495881,6.643856189774724,24.101493570766486,0.5,3.0,6.0,0.3,0.6,0.1,450.0,229.13936293319264,324000000000000,157.1649771730334
1500,800,800,200,128000000,640000,160000,160000,1148.9125293076058,1920000,9.643856189774725,9.643856189774725,7.643856189774724,26.931568569324174,1.0,4.0,4.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,800.0,229.13936293319264,16384000000000000,189.79864475782966
